id,TCGA-DD-AACL_StageI,TCGA-WJ-A86L_StageI,TCGA-EP-A2KC_StageI,TCGA-K7-A5RF_StageI,TCGA-G3-AAUZ_StageI,TCGA-DD-AAD1_StageI,TCGA-BD-A3EP_StageI,TCGA-DD-AAE6_StageI,TCGA-DD-AADJ_StageI,TCGA-DD-AAVZ_StageI,TCGA-2Y-A9GX_StageI,TCGA-DD-A1EG_StageI,TCGA-DD-AAE2_StageI,TCGA-XR-A8TC_StageI,TCGA-FV-A2QR_StageI,TCGA-DD-AAD2_StageI,TCGA-FV-A2QQ_StageI,TCGA-K7-A6G5_StageI,TCGA-DD-A4NN_StageI,TCGA-2Y-A9HB_StageI,TCGA-ED-A7PX_StageII,TCGA-DD-AACH_StageII,TCGA-ZS-A9CD_StageII,TCGA-5R-AA1C_StageII,TCGA-FV-A3I0_StageII,TCGA-ED-A5KG_StageII,TCGA-CC-5258_StageII,TCGA-DD-AAVU_StageII,TCGA-4R-AA8I_StageII,TCGA-KR-A7K7_StageII,TCGA-K7-AAU7_StageII,TCGA-5C-A9VG_StageII,TCGA-UB-A7MA_StageII,TCGA-CC-A9FS_StageII,TCGA-DD-A1EH_StageIII,TCGA-DD-A39W_StageIII,TCGA-CC-A7IE_StageIII,TCGA-BC-4073_StageIII,TCGA-CC-A7IH_StageIII,TCGA-CC-A3MA_StageIII,TCGA-BC-A216_StageIII,TCGA-CC-A7II_StageIII,TCGA-ED-A82E_StageIII,TCGA-LG-A9QD_StageIII,TCGA-DD-A4NE_StageIII,TCGA-G3-A25T_StageIII,TCGA-ED-A7XO_StageIII,TCGA-BW-A5NP_StageIV,TCGA-DD-A119_StageIV,TCGA-DD-A1EK_StageIV
CRTC2,0.803987,0.843392,0.636973,0.207336,0.419501,0.302854,0.430005,0.954474,0.40952,0.620653,0.503,0.742137,0.261445,0.67318,0.562733,0.275975,0.440182,0.245435,0.891176,0.368568,0.379001,1.24156,0.326433,0.537511,0.491665,0.693958,0.514144,0.337279,0.347782,0.590203,0.470334,0.605151,1.04737,0.315289,0.654249,0.549614,0.525674,0.290055,0.716821,5.15734,0.576442,0.399621,0.460328,0.18062,0.228013,0.389312,0.450064,0.770886,0.358322,0.481051
XG,0.770886,0.843392,0.481051,0.549614,0.14017,0.290055,0.470334,1.24156,0.803987,0.18062,0.605151,0.503,0.40952,0.954474,0.693958,0.207336,0.590203,0.525674,0.450064,0.716821,0.576442,0.228013,0.460328,0.491665,0.275975,0.891176,0.440182,0.245435,0.389312,0.67318,0.358322,0.399621,0.326433,0.261445,0.419501,0.562733,0.537511,0.368568,0.315289,0.337279,0.347782,0.654249,0.430005,0.636973,0.620653,0.379001,0.514144,0.742137,0.302854,1.04737
EIF1AY,0.275975,0.14017,0.562733,0.491665,0.716821,0.18062,0.379001,0.368568,0.207336,0.67318,0.470334,0.481051,0.590203,0.228013,0.742137,0.460328,0.654249,0.503,0.399621,0.525674,0.245435,0.620653,0.576442,0.693958,0.261445,0.315289,0.514144,0.803987,1.04737,0.290055,0.636973,0.419501,0.40952,0.605151,0.537511,0.302854,0.450064,0.440182,0.843392,0.891176,0.430005,1.24156,0.337279,0.549614,0.358322,0.326433,0.770886,0.347782,0.954474,0.389312
NKX6-2,0.228013,0.399621,0.716821,0.389312,0.803987,0.636973,0.379001,0.368568,0.693958,1.04737,0.358322,0.347782,0.337279,0.525674,0.326433,0.67318,0.562733,0.315289,0.514144,0.40952,0.290055,0.275975,0.620653,0.261445,0.245435,0.440182,0.207336,0.18062,0.14017,0.954474,0.302854,0.770886,0.843392,0.742137,0.481051,0.470334,0.590203,0.460328,0.491665,0.549614,0.450064,1.24156,0.430005,0.419501,0.576442,0.503,0.654249,0.891176,0.537511,0.605151
MGAT4A,0.693958,0.430005,0.337279,0.245435,0.290055,0.716821,0.590203,0.315289,0.460328,0.654249,0.742137,0.450064,0.399621,0.514144,0.419501,0.481051,0.491665,0.40952,0.537511,0.207336,0.347782,0.803987,0.503,0.358322,1.24156,1.04737,0.67318,0.379001,0.389312,0.368568,0.470334,0.525674,0.576442,0.261445,0.440182,0.843392,0.605151,0.770886,0.228013,0.954474,0.636973,0.562733,0.891176,0.14017,0.620653,0.302854,0.18062,0.549614,0.275975,0.326433
BMPR1AP2,0.576442,0.843392,0.954474,0.430005,0.419501,0.891176,0.40952,0.399621,0.389312,0.803987,0.379001,0.368568,0.67318,0.742137,0.358322,0.347782,0.337279,0.440182,0.315289,0.302854,0.290055,0.275975,0.261445,0.245435,0.228013,0.207336,0.18062,0.14017,0.326433,0.770886,0.620653,0.605151,0.590203,1.04737,0.562733,0.549614,0.537511,0.525674,0.514144,0.654249,0.716821,0.491665,0.481051,0.693958,0.470334,0.450064,0.503,1.24156,0.460328,0.636973
TTC23L-AS1,0.315289,0.605151,0.636973,0.379001,0.275975,0.40952,0.470334,0.460328,0.525674,0.337279,0.290055,0.245435,0.347782,0.228013,0.302854,0.503,0.537511,0.18062,0.716821,0.450064,0.399621,0.358322,0.368568,0.843392,0.891176,0.654249,0.389312,0.620653,0.742137,0.440182,0.549614,0.14017,0.803987,0.207336,0.481051,0.67318,0.326433,0.590203,0.576442,0.954474,0.430005,0.770886,1.24156,0.514144,0.491665,1.04737,0.419501,0.693958,0.261445,0.562733
TBC1D3P5,1.04737,0.450064,0.440182,0.430005,0.419501,0.40952,0.399621,0.389312,0.379001,0.368568,0.358322,0.347782,0.460328,0.326433,0.315289,0.302854,0.290055,0.275975,0.261445,0.245435,0.228013,0.207336,0.18062,0.14017,0.337279,0.537511,0.693958,0.803987,1.24156,0.654249,0.636973,0.620653,0.605151,0.590203,0.576442,0.716821,0.549614,0.954474,0.525674,0.514144,0.503,0.770886,0.491665,0.481051,0.470334,0.562733,0.891176,0.742137,0.67318,0.843392
ZNF594-DT,0.14017,0.562733,0.379001,0.207336,0.302854,0.67318,0.440182,0.18062,0.576442,0.368568,0.481051,0.275975,0.315289,0.460328,0.337279,0.430005,0.491665,0.450064,0.803987,0.636973,0.261445,0.605151,0.525674,0.358322,0.843392,1.04737,0.245435,0.470334,0.347782,0.399621,0.389312,0.514144,1.24156,0.419501,0.537511,0.290055,0.654249,0.326433,0.693958,0.742137,0.716821,0.590203,0.954474,0.40952,0.770886,0.891176,0.549614,0.620653,0.503,0.228013
PACC1,0.843392,0.590203,0.620653,0.18062,0.207336,0.549614,0.491665,0.576442,0.245435,0.315289,0.525674,0.605151,0.460328,0.399621,0.636973,0.290055,0.275975,0.40952,0.742137,0.337279,0.891176,0.450064,0.562733,0.379001,0.693958,1.04737,0.481051,0.347782,0.514144,0.430005,0.654249,0.389312,0.716821,0.368568,0.803987,0.302854,0.67318,0.770886,0.358322,1.24156,0.537511,0.954474,0.440182,0.261445,0.14017,0.470334,0.326433,0.503,0.228013,0.419501
ATL1,0.399621,0.481051,0.275975,0.537511,0.207336,0.693958,0.654249,0.549614,0.228013,0.450064,0.67318,0.470334,0.770886,0.576442,0.514144,0.491665,0.40952,0.302854,0.562733,0.358322,0.525674,0.605151,0.347782,0.716821,0.636973,1.04737,0.368568,0.18062,0.843392,0.14017,0.742137,0.379001,1.24156,0.337279,0.954474,0.460328,0.290055,0.430005,0.891176,0.803987,0.389312,0.620653,0.315289,0.261445,0.590203,0.419501,0.503,0.326433,0.245435,0.440182
RPL7AP60,0.620653,0.562733,0.537511,0.245435,0.379001,0.275975,0.40952,0.368568,0.803987,0.742137,0.14017,0.430005,0.693958,0.290055,0.460328,0.525674,0.358322,0.347782,0.636973,0.337279,0.491665,0.503,0.514144,0.481051,0.470334,0.954474,0.590203,0.891176,0.228013,1.04737,0.261445,0.843392,0.654249,0.605151,0.419501,0.18062,0.389312,0.716821,0.440182,0.67318,0.326433,0.770886,0.576442,0.302854,0.549614,0.315289,0.207336,1.24156,0.450064,0.399621
PRR23C,1.24156,0.430005,0.419501,0.40952,0.399621,0.389312,0.379001,0.954474,0.368568,0.358322,0.347782,0.803987,0.337279,0.440182,0.315289,0.302854,0.290055,0.275975,0.843392,0.261445,0.245435,0.770886,0.228013,0.207336,0.18062,0.576442,0.14017,0.326433,0.716821,0.891176,0.693958,0.67318,1.04737,0.654249,0.636973,0.620653,0.605151,0.590203,0.742137,0.562733,0.549614,0.537511,0.525674,0.514144,0.503,0.491665,0.481051,0.470334,0.460328,0.450064
SIRPA,0.803987,0.481051,0.347782,0.440182,0.275975,0.549614,0.525674,0.337279,0.389312,0.419501,0.450064,0.537511,0.491665,0.470334,0.636973,0.40952,0.430005,0.503,1.04737,0.379001,0.576442,0.716821,0.562733,0.290055,0.843392,0.590203,0.399621,0.18062,0.770886,0.620653,0.67318,0.261445,0.693958,0.207336,1.24156,0.315289,0.358322,0.954474,0.245435,0.605151,0.654249,0.228013,5.08399,0.514144,0.302854,0.742137,0.326433,0.891176,0.368568,0.460328
SLCO5A1,0.742137,0.576442,0.337279,0.419501,0.290055,0.636973,0.716821,0.18062,0.389312,0.460328,0.605151,0.549614,0.245435,0.525674,0.326433,0.470334,0.275975,0.228013,0.514144,0.491665,0.843392,0.803987,0.302854,0.14017,1.24156,0.891176,0.368568,0.430005,0.770886,0.40952,0.954474,0.67318,0.481051,0.379001,0.315289,0.261445,0.562733,0.654249,0.440182,0.590203,0.503,1.04737,0.620653,0.450064,0.399621,0.693958,0.207336,0.347782,0.537511,0.358322
RPUSD2,0.537511,0.450064,0.430005,0.228013,0.460328,0.419501,0.503,0.654249,0.605151,0.347782,0.275975,0.514144,0.620653,0.18062,0.358322,0.368568,1.04737,0.245435,0.693958,0.803987,0.470334,0.843392,0.481051,0.742137,0.14017,0.770886,0.379001,1.24156,0.67318,0.576442,0.399621,0.389312,0.491665,0.891176,0.525674,0.590203,0.315289,0.290055,0.549614,0.261445,0.40952,0.954474,0.302854,0.337279,0.207336,0.716821,0.562733,0.636973,0.440182,0.326433
H3P35,0.337279,0.450064,0.440182,0.430005,0.419501,0.40952,0.399621,0.389312,0.379001,0.368568,0.358322,0.347782,0.460328,0.326433,0.315289,0.302854,0.290055,0.275975,1.24156,0.261445,0.245435,0.228013,0.207336,0.18062,0.14017,0.620653,0.954474,0.891176,0.843392,0.803987,0.770886,0.742137,0.716821,0.693958,0.67318,0.654249,0.636973,1.04737,0.605151,0.590203,0.576442,0.562733,0.549614,0.537511,0.525674,0.514144,0.503,0.491665,0.481051,0.470334
GCSAML,0.605151,0.654249,0.481051,0.620653,0.275975,0.470334,0.803987,0.18062,0.14017,0.261445,0.525674,0.562733,0.770886,0.503,0.440182,0.537511,0.514144,0.399621,0.491665,0.389312,0.358322,0.590203,0.460328,0.891176,0.450064,0.636973,0.326433,0.290055,0.693958,0.430005,0.843392,1.24156,0.207336,0.228013,0.368568,0.576442,0.245435,0.67318,0.716821,0.40952,0.549614,0.954474,0.302854,0.315289,0.419501,0.379001,1.04737,0.337279,0.347782,0.742137
RN7SL594P,0.450064,1.04737,0.430005,0.419501,0.40952,0.399621,0.389312,0.379001,0.368568,0.358322,0.954474,0.347782,0.337279,0.803987,0.440182,0.315289,0.302854,0.290055,0.275975,0.261445,0.245435,1.24156,0.228013,0.207336,0.18062,0.14017,0.770886,0.326433,0.742137,0.693958,0.67318,0.654249,0.636973,0.891176,0.620653,0.843392,0.605151,0.590203,0.576442,0.562733,0.549614,0.537511,0.525674,0.514144,0.503,0.491665,0.481051,0.470334,0.460328,0.716821
ZNF558,0.290055,0.716821,0.430005,0.326433,0.315289,0.891176,0.562733,0.470334,0.18062,0.358322,0.537511,0.399621,0.491665,0.636973,0.514144,0.379001,0.261445,0.275975,0.954474,0.481051,0.654249,0.503,0.347782,0.576442,1.24156,0.620653,0.450064,0.525674,0.590203,0.245435,0.67318,0.207336,0.843392,0.803987,0.770886,0.302854,0.549614,0.693958,0.460328,0.742137,0.228013,0.440182,1.04737,0.419501,0.14017,0.368568,0.40952,0.605151,0.337279,0.389312
SPARCL1,0.399621,0.430005,6.5673,0.636973,0.389312,5.35935,5.68568,0.326433,0.470334,0.654249,0.590203,0.716821,0.843392,0.770886,0.954474,0.503,0.620653,0.440182,0.481051,0.891176,1.04737,0.67318,5.06403,9.10589,0.460328,5.90788,0.368568,0.315289,1.24156,0.40952,0.525674,0.693958,0.358322,0.419501,5.38129,9.1283,0.379001,0.549614,8.12729,0.537511,0.450064,0.347782,0.562733,0.491665,0.576442,0.337279,0.605151,0.742137,0.514144,0.803987
NUDT8,0.315289,0.636973,0.207336,0.562733,0.693958,0.326433,0.337279,0.67318,0.620653,0.460328,0.261445,0.358322,0.419501,0.491665,0.537511,0.290055,0.430005,0.389312,0.803987,0.549614,0.379001,0.399621,0.590203,0.770886,0.742137,0.302854,0.481051,0.954474,0.514144,1.24156,0.18062,0.245435,0.368568,0.605151,0.525674,0.347782,0.40952,0.275975,0.843392,0.440182,0.576442,0.14017,0.891176,0.228013,0.716821,1.04737,0.450064,0.470334,0.654249,0.503
RPL39P40,0.491665,0.67318,0.843392,0.379001,0.891176,0.290055,0.207336,0.654249,0.228013,0.620653,0.302854,0.347782,0.337279,0.549614,0.275975,0.368568,0.326433,0.470334,0.742137,0.399621,0.14017,0.261445,0.503,0.481051,0.389312,0.40952,0.537511,1.24156,1.04737,0.562733,0.358322,0.636973,0.693958,0.576442,0.525674,0.954474,0.590203,0.18062,0.716821,0.450064,0.419501,0.245435,0.315289,0.440182,0.803987,0.514144,0.770886,0.430005,0.460328,0.605151
RNU6-293P,0.337279,0.460328,0.450064,0.440182,0.430005,0.419501,0.40952,0.399621,0.389312,0.379001,0.368568,0.358322,0.347782,0.470334,0.326433,0.315289,0.302854,0.290055,0.275975,0.261445,0.245435,0.228013,0.207336,0.18062,0.14017,0.620653,1.04737,0.954474,0.891176,0.843392,0.803987,0.770886,0.742137,0.716821,0.693958,0.67318,0.654249,0.636973,1.24156,0.605151,0.590203,0.576442,0.562733,0.549614,0.537511,0.525674,0.514144,0.503,0.491665,0.481051
CCNO-DT,0.470334,0.358322,0.537511,0.337279,0.368568,0.654249,0.562733,0.549614,0.399621,0.491665,0.481051,0.419501,0.275975,0.576442,0.347782,0.14017,0.693958,0.460328,0.290055,0.770886,0.716821,0.67318,0.389312,0.18062,1.04737,0.742137,0.207336,0.636973,0.891176,0.245435,0.954474,0.843392,0.803987,0.326433,0.261445,0.450064,0.503,0.40952,0.228013,0.605151,0.620653,0.590203,1.24156,0.430005,0.315289,0.525674,0.514144,0.440182,0.302854,0.379001
RNU6-1337P,0.576442,1.04737,0.430005,0.419501,0.40952,0.399621,0.389312,0.742137,0.379001,0.368568,0.358322,0.347782,0.636973,0.337279,0.440182,0.891176,0.315289,0.302854,0.290055,0.275975,0.261445,0.245435,0.228013,0.207336,0.716821,0.18062,0.14017,0.770886,0.326433,0.590203,0.843392,0.562733,0.803987,0.537511,0.525674,0.514144,0.503,0.620653,0.654249,0.491665,0.481051,0.693958,0.470334,1.24156,0.450064,0.954474,0.460328,0.67318,0.549614,0.605151
C10orf95-AS1,0.654249,0.525674,0.620653,0.358322,0.491665,0.693958,0.315289,0.549614,0.399621,0.514144,0.326433,0.228013,0.450064,0.67318,0.18062,0.245435,0.302854,0.430005,0.537511,0.347782,0.275975,0.590203,0.207336,0.742137,0.636973,0.843392,0.460328,1.04737,0.440182,0.337279,0.389312,0.261445,1.24156,0.481051,0.576442,0.470334,0.419501,0.14017,0.954474,0.716821,0.562733,0.605151,0.803987,0.379001,0.40952,0.770886,0.290055,0.891176,0.503,0.368568
CD74,9.91627,7.15006,7.83486,8.37227,8.45273,8.77628,8.98283,1.24156,7.17066,7.13241,9.68114,9.56525,8.99089,6.31325,6.40449,8.59514,9.89728,9.01967,6.58193,8.82035,7.87991,8.38075,8.91562,8.42963,8.39708,10.5102,7.75365,7.74639,8.65147,9.90603,7.92519,6.50293,6.93416,8.04228,7.31095,7.97957,8.32233,9.36094,6.36488,8.91205,8.93263,6.46729,9.44546,10.5795,7.25743,7.9914,8.09746,5.80035,8.4774,8.34103
GKAP1,0.803987,0.503,0.549614,0.302854,0.40952,0.562733,0.440182,0.605151,0.491665,0.290055,0.537511,0.419501,0.379001,0.636973,0.481051,0.326433,0.693958,0.275975,0.460328,0.525674,0.399621,0.891176,0.430005,0.67318,0.207336,0.470334,0.245435,0.315289,0.742137,0.954474,0.514144,0.450064,0.770886,0.389312,0.620653,0.576442,0.228013,0.347782,0.358322,0.843392,0.590203,1.24156,0.18062,0.14017,0.716821,0.337279,0.654249,1.04737,0.368568,0.261445
MTNR1A,0.18062,0.430005,0.419501,0.40952,0.399621,0.693958,0.389312,0.379001,0.368568,0.358322,0.347782,0.337279,0.440182,0.315289,0.654249,0.302854,0.290055,0.275975,0.261445,0.245435,0.891176,0.954474,0.228013,0.207336,0.770886,0.576442,0.14017,0.326433,0.843392,0.460328,1.04737,0.67318,1.24156,0.514144,0.525674,0.537511,0.549614,0.562733,0.620653,0.590203,0.742137,0.503,0.803987,0.605151,0.636973,0.491665,0.716821,0.481051,0.470334,0.450064
SFI1,0.460328,0.576442,0.503,0.326433,0.389312,0.954474,0.430005,0.803987,0.399621,0.654249,0.440182,0.347782,0.302854,0.470334,0.537511,0.419501,0.450064,0.275975,0.636973,0.514144,0.525674,0.742137,0.315289,0.14017,0.67318,1.24156,0.368568,0.337279,0.481051,0.716821,0.562733,0.207336,0.693958,0.228013,0.590203,0.358322,0.605151,0.491665,0.290055,0.843392,0.770886,0.891176,1.04737,0.261445,0.379001,0.549614,0.40952,0.620653,0.245435,0.18062
NANOGNBP3,0.430005,1.04737,0.450064,0.358322,0.389312,0.261445,0.67318,0.843392,0.347782,0.470334,0.302854,0.379001,0.576442,0.636973,0.693958,0.590203,0.803987,0.562733,0.40952,0.549614,0.491665,0.18062,0.503,0.481051,0.368568,0.326433,0.419501,0.460328,0.620653,0.742137,0.275975,0.654249,0.525674,1.24156,0.315289,0.228013,0.399621,0.207336,0.954474,0.891176,0.605151,0.337279,0.770886,0.514144,0.716821,0.440182,0.537511,0.290055,0.14017,0.245435
CYB5AP2,0.491665,0.891176,0.389312,0.379001,0.368568,0.67318,0.358322,0.347782,0.337279,0.326433,0.843392,0.549614,0.315289,0.562733,0.620653,0.399621,0.590203,0.290055,0.275975,1.24156,0.261445,0.245435,0.228013,0.954474,0.770886,0.207336,0.18062,0.636973,0.14017,0.302854,0.693958,0.803987,0.654249,0.525674,0.716821,0.514144,1.04737,0.470334,0.460328,0.576442,0.440182,0.430005,0.742137,0.419501,0.605151,0.40952,0.450064,0.537511,0.481051,0.503
PSMD3,5.20426,0.716821,5.03413,0.440182,0.803987,0.654249,1.24156,0.770886,0.419501,0.514144,0.399621,0.590203,0.954474,0.389312,0.549614,0.491665,0.450064,0.537511,0.40952,0.843392,5.271,5.26051,0.742137,1.04737,0.481051,0.562733,0.337279,5.03701,5.18297,5.06927,0.605151,5.12321,5.26926,0.503,0.379001,0.576442,0.525674,0.67318,0.636973,0.891176,0.460328,5.15384,0.693958,0.368568,0.430005,0.620653,5.08133,0.358322,0.347782,0.470334
ALDH1A1,6.59039,6.85516,8.93624,8.38314,8.51549,8.11304,7.98074,7.87902,8.47446,7.6062,9.07463,8.93659,9.19473,8.23221,7.62474,8.42796,9.6175,8.95681,0.954474,8.03476,8.60801,10.2001,8.74151,11.1847,0.891176,6.24417,7.59952,8.93342,9.09774,8.08643,7.17276,7.70898,6.56554,9.65643,7.93902,7.47922,7.106,6.64697,9.65104,6.54657,6.91254,7.19375,1.24156,7.84294,8.51037,1.04737,8.23508,6.24084,8.91631,5.94585
INSIG1-DT,0.347782,0.67318,0.891176,0.537511,0.636973,0.368568,0.228013,0.491665,0.770886,0.245435,0.503,0.379001,1.24156,0.620653,0.419501,0.481051,0.389312,0.549614,0.358322,0.803987,0.261445,0.576442,0.954474,0.525674,0.275975,0.562733,0.514144,0.470334,0.605151,0.326433,0.315289,0.18062,0.14017,0.450064,0.207336,0.693958,0.337279,0.460328,0.654249,1.04737,0.440182,0.290055,0.399621,0.716821,0.430005,0.590203,0.843392,0.302854,0.40952,0.742137
PHB1P13,0.562733,0.67318,0.419501,0.770886,0.40952,0.399621,0.954474,0.389312,0.379001,0.654249,0.368568,0.358322,0.347782,0.337279,0.326433,0.430005,0.302854,0.290055,0.275975,0.261445,0.843392,1.04737,0.245435,0.228013,0.803987,0.207336,0.18062,0.14017,0.693958,0.315289,1.24156,0.549614,0.891176,0.636973,0.525674,0.503,0.491665,0.481051,0.470334,0.620653,0.460328,0.450064,0.440182,0.576442,0.742137,0.716821,0.514144,0.605151,0.537511,0.590203
PPP4R4,0.605151,0.891176,0.636973,0.450064,0.537511,0.470334,0.576442,0.302854,0.315289,0.399621,0.326433,0.503,0.803987,0.430005,1.04737,0.620653,0.590203,0.562733,0.460328,0.40952,0.207336,0.389312,0.549614,0.654249,0.18062,0.337279,0.419501,0.716821,0.770886,0.261445,0.491665,0.347782,0.379001,1.24156,0.481051,0.525674,0.290055,0.440182,0.67318,0.228013,0.275975,0.742137,0.14017,0.843392,0.514144,0.245435,0.693958,0.368568,0.358322,0.954474
ADAM29,0.460328,0.440182,0.430005,0.419501,0.40952,0.843392,0.399621,0.389312,0.379001,0.368568,0.358322,0.347782,0.337279,0.450064,0.315289,0.954474,0.302854,0.290055,0.275975,0.261445,0.245435,0.228013,0.207336,0.18062,0.14017,1.24156,0.326433,0.576442,0.803987,0.590203,0.605151,0.693958,0.770886,0.636973,0.654249,0.67318,0.562733,0.716821,0.620653,0.742137,0.537511,1.04737,0.525674,0.514144,0.503,0.491665,0.891176,0.481051,0.470334,0.549614
SERINC2,7.62254,5.56933,7.01493,5.18217,0.843392,5.0087,6.03403,6.84714,6.57459,5.74546,5.13386,5.90969,5.61124,5.67949,7.13626,6.65199,6.11688,7.19921,5.72444,5.80825,7.29765,0.770886,5.12437,6.46257,5.84072,0.716821,0.803987,0.693958,6.29623,5.91167,7.06969,5.26597,6.09157,1.04737,5.24847,5.87947,1.24156,7.40397,5.98584,0.954474,6.33019,0.742137,6.23856,6.08806,6.1249,7.71541,6.27421,5.4859,0.891176,7.0731
HRG-AS1,0.326433,1.24156,0.891176,0.430005,0.636973,0.450064,0.347782,0.605151,0.742137,0.549614,0.419501,0.399621,0.770886,0.337279,0.590203,0.40952,0.481051,0.514144,0.525674,0.470334,0.290055,0.302854,0.368568,0.503,0.18062,0.275975,0.440182,0.67318,0.843392,0.460328,0.491665,0.358322,0.576442,0.716821,0.562733,0.245435,0.954474,0.389312,0.803987,0.228013,0.693958,0.14017,0.261445,0.654249,1.04737,0.207336,0.620653,0.315289,0.379001,0.537511
ANTKMT,0.368568,0.67318,0.337279,0.503,0.891176,0.525674,0.399621,0.605151,0.379001,0.228013,0.326433,0.440182,0.430005,0.245435,0.620653,0.481051,0.770886,0.514144,0.470334,0.40952,0.549614,0.419501,0.843392,0.315289,0.460328,0.537511,0.14017,0.636973,0.716821,0.742137,0.654249,0.693958,0.450064,0.302854,0.18062,0.358322,0.389312,0.207336,0.562733,0.261445,0.491665,0.290055,0.803987,0.576442,0.347782,1.24156,1.04737,0.275975,0.954474,0.590203
PARM1-AS1,0.440182,0.843392,0.525674,0.770886,0.18062,0.419501,0.40952,0.399621,0.389312,0.379001,0.803987,0.368568,0.358322,0.347782,0.337279,0.326433,0.430005,0.302854,0.290055,0.275975,0.261445,0.742137,0.245435,0.228013,0.207336,1.24156,0.716821,0.537511,0.14017,0.315289,0.67318,0.654249,0.636973,0.620653,0.605151,0.590203,0.576442,0.562733,0.549614,0.693958,0.954474,1.04737,0.514144,0.503,0.491665,0.481051,0.470334,0.460328,0.450064,0.891176
STOM,5.33885,5.26713,5.99536,6.54451,7.09385,7.0421,6.52788,6.10502,6.12469,6.33391,6.94832,5.86601,6.27941,7.18361,5.57043,6.44891,6.0947,6.29097,1.04737,6.96175,6.42549,6.8836,7.80473,7.3494,7.11275,6.01393,5.71125,6.17054,6.50759,6.79329,6.92489,5.26403,7.04686,7.29912,6.87204,0.954474,5.1482,6.4881,1.24156,5.78972,6.42839,5.16173,9.03371,6.82915,5.84038,7.52757,5.52927,5.44981,6.24961,5.70746
SYNE3,0.636973,0.803987,0.525674,0.470334,0.245435,0.693958,1.04737,0.40952,0.399621,0.654249,0.716821,0.368568,0.620653,0.770886,0.503,0.358322,0.514144,0.337279,0.491665,0.419501,0.481051,0.315289,0.326433,0.347782,0.275975,0.954474,0.576442,0.228013,0.261445,0.379001,0.430005,0.549614,0.290055,1.24156,0.67318,0.891176,0.460328,0.440182,0.389312,0.562733,0.742137,0.14017,0.450064,0.302854,0.843392,0.18062,0.590203,0.605151,0.207336,0.537511
RAB35-AS1,0.693958,0.40952,0.562733,0.315289,0.14017,0.636973,0.430005,0.590203,0.275975,0.389312,0.491665,0.290055,0.419501,0.654249,0.358322,0.368568,0.326433,0.470334,0.549614,0.576442,0.954474,0.503,0.337279,0.18062,0.716821,0.891176,0.379001,0.245435,0.450064,0.347782,0.770886,0.742137,0.803987,0.514144,0.261445,0.525674,0.620653,0.399621,0.481051,1.04737,0.605151,0.67318,0.843392,0.302854,0.440182,1.24156,0.460328,0.537511,0.207336,0.228013
ZFRP1,0.337279,0.450064,0.440182,0.430005,0.419501,0.40952,0.399621,0.389312,0.379001,0.368568,0.358322,0.347782,0.460328,0.326433,0.315289,0.302854,0.290055,0.275975,0.261445,1.24156,0.245435,0.228013,0.207336,0.18062,0.14017,0.891176,0.954474,0.843392,0.803987,0.770886,0.742137,0.716821,0.693958,0.67318,0.654249,0.636973,0.620653,1.04737,0.605151,0.590203,0.576442,0.562733,0.549614,0.537511,0.525674,0.514144,0.503,0.491665,0.481051,0.470334
TMEM63B,0.470334,0.576442,0.654249,0.514144,0.40952,0.742137,0.430005,0.716821,0.290055,0.460328,0.326433,0.620653,0.562733,0.843392,0.491665,0.419501,0.399621,0.605151,0.891176,0.537511,5.00514,0.590203,0.770886,0.389312,5.41136,0.693958,0.67318,0.440182,5.33784,0.347782,0.525674,0.481051,0.803987,0.450064,5.07744,0.261445,0.503,0.337279,5.49315,1.04737,0.302854,0.275975,0.954474,0.315289,0.636973,0.379001,1.24156,0.549614,0.368568,0.358322
DCTN5,0.590203,0.525674,0.450064,0.347782,0.368568,0.605151,0.491665,0.67318,0.228013,0.207336,0.481051,0.358322,0.430005,0.275975,0.549614,0.470334,0.302854,0.290055,0.315289,0.419501,0.742137,0.636973,0.326433,0.389312,0.693958,0.843392,0.514144,0.14017,0.576442,0.562733,0.770886,0.803987,0.440182,0.245435,0.399621,0.654249,0.716821,0.620653,0.40952,1.04737,0.537511,1.24156,0.891176,0.261445,0.460328,0.954474,0.379001,0.503,0.337279,0.18062
RACK1,8.03889,5.82327,6.96769,5.6832,6.84786,7.2142,6.72068,7.07661,7.16771,6.79992,6.38729,6.88234,6.36103,6.75701,5.91624,7.27156,7.00445,6.39224,7.22928,6.82358,7.36476,6.79116,6.57545,6.21419,8.34762,7.33905,7.71896,8.5724,6.00192,8.06858,8.62317,7.92533,7.86752,6.68012,6.74373,7.42643,8.16535,7.00666,6.34013,7.71416,6.77099,8.74324,7.29097,6.57697,6.42224,8.55645,6.94506,8.42486,6.97473,6.22478
