ID	TCGA_BC_A10Q_LIHC_NT	TCGA_BC_A10T_LIHC_NT	TCGA_BC_A10W_LIHC_NT	TCGA_2V_A95S_LIHC_TP	TCGA_2Y_A9GS_LIHC_TP	TCGA_2Y_A9GU_LIHC_TP	TCGA_A7_A0CE_BRCA_NT	TCGA_A7_A0CH_BRCA_NT	TCGA_A7_A0D9_BRCA_NT	TCGA_3C_AAAU_BRCA_TP	TCGA_3C_AALJ_BRCA_TP	TCGA_3C_AALK_BRCA_TP
ENSG00000157823	2282.08	1709.12	1630.07	176	321	43	1177.9365	2069.7057	3134.4196	106.4996	47.1442	244.1043
ENSG00000134262	161	166.61	261.37	4487.43	5544.23	4677.97	339.9524	319.1462	345.4786	3255.7024	4394.8141	2614.0215
ENSG00000081014	223	178	215	2097	4668	3072	215.2381	266.6667	381.3646	1992.128	1968.2684	2077.7824
ENSG00000221838	95	92.07	144.09	3194	7498	2229	363.4508	349.1904	191.7363	10228.7845	5254.7597	13251.5515
ENSG00000100478	96	57	67	7414	11314	6267	84.127	48.519	75.8656	7369.8396	9104.2611	8661.1502
ENSG00000120868	237	187	344	2758	3074	2424	346.9841	333.2393	401.222	1344.8587	2472.3481	1832.8506
ENSG00000107282	507	227	398	1293	2442	1118	335.5556	261.7772	244.3992	1451.3583	1406.165	1366.5701
ENSG00000034053	18	15	53	0	9	0	98.7302	55.6653	16.2933	1035.6998	44.4243	11.9983
ENSG00000011132	279	223	419	9335	4989	6026	234.9206	238.0818	114.5621	4954.1259	4116.9538	3974.7621
ENSG00000077420	1151	1537	1006	1397	1597	1404	607.9365	1423.6013	2501.0183	1371.3975	1331.8223	1352.0894
ENSG00000166313	262	146	181	225	273	154	896.8254	974.5181	545.3157	1046.3842	424.2974	488.6223
ENSG00000163697	959	831	968	1830	2524	1462	1562.2222	2333.8035	4655.2953	433.2361	1330.0091	870.5006
ENSG00000113108	208	65	378	1753.8	4607.26	2447.31	347.619	242.5952	155.8045	1339.7268	1502.3119	1778.8374
ENSG00000115266	0	3.04	6.04	637.46	1046.11	385.74	3.527	4.9459	7.6986	482.2845	509.5648	255.5358
ENSG00000198768	7	7	5	410	977	170	214.6032	86.5068	36.6599	452.537	235.7208	265.6185
ENSG00000154856	87	88	72	379.09	514.15	176.64	1813.9683	2079.5487	3548.3707	519.2251	638.2593	721.4067
ENSG00000132703	51905	49655	76444	62	202	83	0	0	0	35.8445	43.5177	82.7472
ENSG00000134982	599	395	614	563	780	309	541.2698	668.3592	1706.721	430.8235	571.1695	333.885
ENSG00000164062	3418	2113	3880	182	531	521	2225.7143	1967.4659	972.5051	312.6056	58.9302	83.1609
ENSG00000100823	2612	1912	2631	56	17	68	3265.3968	2722.3319	2181.2627	536.6338	369.9003	148.5312
ENSG00000169188	441	355	938	823	866	406	499.3651	613.8223	266.2933	361.5471	312.7833	335.1262
ENSG00000117362	4983	3895	4246	1135	1433	1391	4428.254	4607.0522	2523.9308	142.3441	358.1142	212.6603
ENSG00000138613	95	87	158	299	844	227	637.7778	670.2398	562.1181	996.4087	271.9855	338.8498
ENSG00000166181	2589	2146	2278	362	1402	589	2319.3651	1968.5943	2132.3829	2258.5493	2220.3083	2255.6889
ENSG00000149089	406.74	279.33	578.24	414	1148	1161	412.5683	507.889	858.8238	449.4351	602.9012	387.6707
ENSG00000175279	143	148.53	162.86	50.31	9.11	7.07	265.0476	162.4824	86.1507	11.5219	10.0635	7.9396
ENSG00000169621	35	39	52	0	5	0	100	78.2323	118.1263	249.1883	26.2919	35.995
ENSG00000134817	887	394	534	43	102	524	574.6032	1879.0785	1314.1548	283.6542	181.3237	315.2669
ENSG00000171388	10	84	24	1807	20851	54344	359.3651	89.5157	19.3483	0	0	0
ENSG00000105290	1	7	25	611	1033	923	67.619	45.8862	24.4399	1010.5397	498.6401	627.6376
ENSG00000084234	23319	15693	19853	3476	6630	1842	17697.1429	17708.6977	15636.9654	3145.0118	3117.8604	2162.1845
ENSG00000163382	2070	1476	2942	4153	6079	3229	1963.8095	1652.6563	1054.4807	2131.7148	4981.8676	3819.6111
ENSG00000118137	622279	448544	893586	752	1682	835	2.5397	1.8806	0.5092	1068.0977	744.3336	717.4183
ENSG00000158874	264125	201823	314686.44	8908	11006	7423	0	0	0	17320.1398	4145.0589	5594.1249
ENSG00000110244	1062	114	3008	204	424	155	0	0	0	502.1679	302.8105	254.0339
ENSG00000110243	12557	5795	16082	3142	4085	1663	0.3175	0.3761	0	2408.4758	1834.9955	1957.3852
ENSG00000184730	122	139	258	834.05	1240.44	827.62	282.5397	297.8843	169.5519	516.4954	277.9057	213.4712
ENSG00000124701	0	1	0	245.14	399.15	204.2	1.5873	1.8806	1.5275	378.7938	282.8649	246.7067
ENSG00000128383	29.6	19	19	74	81	31	9.5238	11.6596	34.1141	54.4561	51.6772	42.6148
ENSG00000179750	24.4	19	36	225	1623	817	61.2698	39.4922	23.4216	911.2779	1080.689	625.5689
ENSG00000244509	55	66	71	57	501	433	395.873	380.63	301.4257	88.5773	416.1378	117.501
ENSG00000243811	19	24	40	164	31	5	88.5714	83.874	72.8106	3592.7236	531.2783	42.6148
ENSG00000128394	143	100	192	19178	34296	17894	226.0317	157.969	76.3747	15688.8696	13550.3173	11342.9872
ENSG00000239713	59	80	90	7458	6093	5663	345.3968	359.9436	149.1853	4303.0654	1611.9674	2764.1705
ENSG00000100298	2	0	7	437421.81	170835	371340	7.3016	7.8984	0.5092	13.097	19.9456	2.0687
ENSG00000173627	0	0	0	1059622	171778	469603	0	0	0.5092	0.3447	0	0
ENSG00000084674	334001	214912	258004	4	14	515	15.2381	107.9455	906.8228	0.3447	0	0
ENSG00000214855	4113	2878	2963	173	3493	2054	0	0	1.5275	2.7573	0.9066	0.4137
ENSG00000130208	207216	192809	225485	578	429	105	740	757.8749	350.3055	208.1739	232.0943	285.8916
ENSG00000234906	75431	55778	118143	0	0	0	141.5873	190.315	19.3483	0.3447	0	0.4137
ENSG00000110245	202991	172243	346546	8	7	1	0	0	0	3.4466	0.9066	0.8275
ENSG00000267467	9520	7149	8927	141	1	6	0	1.1283	0	5.8592	10.7434	16.9632
ENSG00000189058	107	65	74	561	5	124	12173.9683	87681.0531	14442.9735	139.9315	205.9383	256.1026
ENSG00000130203	237690	137921	278892.04	190	133	39	6599.0476	6248.0489	2602.3422	42.7377	170.4442	144.3939
ENSG00000175336	9056	16283	8877	486	107	35	17.1429	7.1462	1.0183	64.4512	74.3427	106.7439
ENSG00000091583	289972	229167	228548	627	392	83	0	0	0	215.4118	100.6346	284.6504
ENSG00000100342	17309	6788	11938	1242	186	70	1794.2857	1599.6239	1250.5092	39.2911	263.8259	222.59
ENSG00000128335	1485	1430	2414	80	14	6	1048.254	923.7424	884.9287	0.6893	27.1985	2.8962
ENSG00000128284	566	586	1815	0	0	0	1212.6984	1546.5914	2009.6741	0	0	3.3099
ENSG00000100336	77	72	58	53282	228138	342443	443.4921	192.9478	255.6008	121.3199	1.8132	0.4137
ENSG00000128313	13	2	4	693	534	45	0.3175	1.1283	1.5275	0.3447	2.7199	0
ENSG00000221963	4413	5784	5203	107456	119251	73509	1493.9683	4511.8947	10145.6212	759.628	2164.0979	1199.8345
ENSG00000178878	1457	509	1016	146035	102353	175508	1193.3333	3985.3315	13387.9837	95.4705	319.1296	131.5681
ENSG00000204444	13296	9222	10897	4214	106234	201466	58.7302	65.2111	41.7515	0.3447	0	0
ENSG00000155008	202	124	96	1183	8841	2196	82.5397	66.5726	298.3707	0.3447	0	0.4137
ENSG00000184831	180	208	390	115	36	6	257.7778	187.3061	145.112	181.9799	587.4887	24253.6202
ENSG00000062725	742	712	730	72956	221333	383504	967.9365	1035.8251	1586.0489	4125.5661	8394.379	6798.0968
ENSG00000157500	836	888	679	7134	1307	93	1214.2857	1208.4626	1373.2179	0.3447	1.8132	2.0687
ENSG00000136044	485	379	513	115171	197175	198861	1366.6667	1013.6342	1075.3564	0	0	0
ENSG00000142192	15945	14484	13540	11048	11032	3599	30896.5079	21473.6248	11235.2342	645.2013	2695.3762	1298.3037
ENSG00000198931	2199	1801	2502	9743	5045	3025	1803.1746	1618.8058	823.8289	677.2546	1411.6047	938.3533
ENSG00000137074	500	505	717	5038	3293	1066	606.9841	465.2562	408.3503	522.1581	599.2747	485.7261
ENSG00000143595	0	0	9	102	186	48	0.3175	0	0.5092	4.1359	474.1614	302.0273
ENSG00000178301	308	271	403	1	0	6	28.5714	51.9041	52.444	0	0	0.8275
ENSG00000185176	0	0	0	6372	9823	4951	0	0.3761	0	926.4429	1046.2375	1138.6016
ENSG00000240583	1760	2219	5846	355	266	838	13979.5048	21466.1175	19668.5336	247.8683	736.1741	1425.6268
ENSG00000167580	0	0	0	36956	17120	4072	1.9048	3.7612	0.5092	20.3349	28.1052	68.3078
ENSG00000165272	4267	5118	4385	82	522	230	2679.0476	1663.5637	276.9857	255.7368	65.2765	120.8109
ENSG00000171885	47	65	62	523	394	832	51.746	56.4175	8.1466	428.7556	339.9819	288.7878
ENSG00000161798	3	0	2	895	1458	826	359.0476	44.0056	15.2749	1414.4798	1139.6192	1686.8018
ENSG00000086159	7	3	33	929	2496	391	1.5873	2.2567	0	1483.4116	1098.8214	1093.9181
ENSG00000165269	448	526	646	740	1430	943	213.9683	2694.4993	9354.888	664.8469	1055.3037	1495.6558
ENSG00000103375	9	2	0	5144	28006	8179	0.9524	0	2.0367	14940.2706	7479.6011	23969.3835
ENSG00000103569	32432	24254	22700	6086	5248	2161	9.5238	204.9835	269.8574	2460.5193	3273.7987	1641.2909
ENSG00000172901	0	0	0	803	644	479	20.9524	419.9718	1470.2749	536.6338	594.7416	679.3546
ENSG00000021776	489	477	474	1	0	42	1024.7619	805.2656	1216.9043	0	0.9066	1.2412
ENSG00000078061	2389	1475	2425	252	911	592	1147.619	1447.6728	1243.89	86.1647	30.825	39.7187
ENSG00000186635	894.98	592	1305.97	0	1	0	2700.5968	2747.0992	2460.779	2.068	0	0
ENSG00000047365	420	598	365	1476	3105.41	975	240	209.1208	143.5845	1578.3168	2090.6618	4896.9797
ENSG00000120318	147	180	179	0	0	0	578.0952	664.598	648.167	1.3786	0	0
ENSG00000095139	4110	4071	4958	1667	924	845	3704.127	4168.1241	5768.3299	1705.3719	123.3001	487.7948
ENSG00000198576	14	3	4	6	53	28	82.2222	89.1396	33.0957	5.1699	4.5331	3.3099
ENSG00000109321	82	29	106	1	2	1	819.0476	154.96	137.4745	3.4466	0.9066	4.5511
ENSG00000143761	12142	9076	13894	3	7	0	9312.0635	10097.2261	7255.6008	9.9951	0.9066	0.4137
ENSG00000134287	1952	1863	2677	332	114	278	4165.3968	4709.732	3639.002	1.7233	87.0354	5.3786
ENSG00000168374	4895	3968	6902	2	1	68	3701.5873	4538.2228	3633.4012	1.034	1.8132	1.6549
ENSG00000004059	3336.9	2169	3731	660	23262	3488	2999.3111	2493.48	1462.7953	3.4466	87.942	6.206
ENSG00000165527	3389	3545	5759	6	5	5	2858.0952	2766.3376	1885.947	0.3447	11.786	1.2412
ENSG00000101199	1126	889	1604	499	1822	585	1312.381	1193.418	688.9002	1179.0778	605.621	1129.9131
ENSG00000149182	2252	2003	3028	2395	5665	1979	2273.9683	2361.26	1952.1385	1416.8924	1018.1324	1220.5213
ENSG00000242247	1866	1544	1652	5367.8	5154.88	2612.9	1109.5238	899.6709	831.9756	4058.1026	2784.1342	2822.7224
ENSG00000066777	1053	770.22	926.35	2344	280	195	1497.5429	1102.7739	1562.4847	153.3732	142.3391	283.4092
ENSG00000124198	1687	1178	1205	173	345	200	1358.4127	1355.5242	1755.0916	329.1492	307.3436	246.1729
ENSG00000164144	568	518	631	4796	7864	5161	944.127	969.6286	786.1507	3973.2269	4361.7407	3486.5536
ENSG00000132254	873	822	1183	6	72	1	1993.0159	1484.5322	695.0102	3.4466	4.5331	72.8175
ENSG00000101246	476	508	875	27	9	2	848.254	783.827	587.5764	717.9243	5602.9012	1539.0981
ENSG00000118520	26501	16916	31816	20898	17890	17892	0	0.3761	2.0367	11201.7564	19934.7235	13458.0058
ENSG00000081181	118.76	102.89	294.79	6282	4547	4046	191.5524	184.1993	423.0448	5497.9975	6802.3572	6570.1283
ENSG00000186103	0	0	0	6949	10441	3198	0	0.7522	0	3078.8373	6614.6872	5294.1663
ENSG00000134884	889	587	1146	4896	4938	3911.94	1542.2222	1500.3291	2235.7434	2778.6394	3777.8785	3577.4845
ENSG00000071205	317	421	404	4532	5120	2180	376.5079	831.5938	1681.7719	2538.4122	4770.6256	3887.8775
ENSG00000198826	20	14	26	3003	3474	1835	105.3968	71.8383	105.3971	3850.1837	10850.408	2023.1692
ENSG00000284906	1	0	1	3496	5257	3735	3.8095	4.5134	4.5825	2460.1747	3184.9501	2213.4878
ENSG00000165322	1061	731	1007	1890	2430	2322	879.6825	740.9497	903.7678	397.047	611.0607	927.1825
ENSG00000075884	113	122	239	3090.69	2246	912.28	119.6825	181.6643	80.9572	3226.272	6473.2548	1540.6537
ENSG00000140750	868	852	916	1869	4486	2905	1035.873	1539.0691	1565.1731	3606.8546	1821.3962	1801.8204
ENSG00000146376	175	170	139	1146	788	635	657.4603	506.6291	919.5519	616.5946	724.388	1092.6769
ENSG00000213390	105	121	111	1788	2388	1004	878.4127	563.4227	409.3686	1773.959	2312.7833	2686.3881
ENSG00000175220	1625	1469	1741	1483	1704	1163	3178.7302	4145.181	3415.9878	1706.7505	5396.1922	842.3666
ENSG00000137727	113	86	30	607	52859	10535	110.4762	278.7024	759.165	0.3447	1.8132	0
ENSG00000107863	1310	1146	1225	127.32	233.37	303.44	1790.4762	2503.8082	6723.5234	77.0588	39.3835	112.1266
ENSG00000128805	3	9	15	2184	1542	1102	127.619	100.4231	42.2607	2081.05	2097.0082	1822.5072
ENSG00000275832	147	342	405	93	128	43	819.6825	874.4711	759.6741	68.9318	218.495	306.9921
ENSG00000138639	385	283	218	426	1638	344	275.2381	464.504	829.4297	785.8221	418.8577	289.6152
ENSG00000163219	125	233	243	14.62	97.23	25	471.4286	583.3568	514.2566	74.4463	18.1324	25.0062
ENSG00000145819	257	289	212	2123	1681	648	614.6032	475.4114	941.446	483.5563	731.641	654.1167
ENSG00000159314	122	124	274.76	295	109	27	513.0159	495.7217	379.2515	28.6067	72.5295	81.9197
ENSG00000088756	21	12	11	1565	2330	1547	133.0159	210.6253	460.7943	966.768	1168.631	1043.4423
ENSG00000137962	1567	1698	1389	339	585	305	1480.6349	2110.7663	2947.0468	320.8774	611.0607	450.5585
ENSG00000186517	193	267	373	436	464	312	591.1111	831.2177	706.721	268.8339	187.67	443.525
ENSG00000031081	270	350	197	4029	3460	1544	826.3492	1595.1105	3030.5499	4285.1431	4437.8966	4948.283
ENSG00000134909	546	410	355	126	84	261	1097.1429	896.2858	758.1466	23.7815	35.3581	41.3736
ENSG00000004777	46	19	55	1250	2957	1572	143.1746	80.489	43.7882	1203.8933	951.9492	1291.6839
ENSG00000147256	11	3	2	108	79	6	139.6825	22.567	1.0183	59.9706	90.6618	141.084
ENSG00000147799	28	44	44	246	536	355	296.8254	184.6732	40.7332	497.3427	626.4733	667.77
ENSG00000165895	362	357	293	51	687	88	89.8413	145.9332	496.3747	146.1353	134.1795	366.1564
ENSG00000089820	191	137	557	1246	432	136	744.4444	667.2308	339.613	84.0968	300.9973	189.4911
ENSG00000100852	1187	1185	1499	313	572	361	1763.4921	1412.6939	1945.0102	247.8097	130.553	290.029
ENSG00000047648	29	32	27	627	1480.92	119	84.7619	130.5125	334.0122	369.8189	351.7679	336.3674
ENSG00000241484	91	15	68.82	35	263	24	450.7143	380.9685	28.1823	14.4757	91.5684	198.1796
ENSG00000123329	57	56	256	755	2159	1095	156.1905	183.921	140.0204	5690.6618	747.9601	1054.6132
ENSG00000141522	6897	7557	10166	1442	800	147	5071.1111	7053.3145	4488.2892	269.8679	687.2167	522.9624
ENSG00000111348	1413	1714	2523	268	370	233	6430.1587	5568.4062	2929.2261	473.2166	554.8504	654.5304
ENSG00000242173	0	1	0	292	814	494	6.6667	162.4673	75.5855	1912.8565	1304.6238	1465.0393
ENSG00000074964	3717	2487	3578	338	431	103	1021.5873	1082.8397	758.6558	729.6427	1026.2919	521.3074
ENSG00000104728	102	52	82	0	0	8436	847.3016	891.0202	1575.3564	1.7233	3.6265	177.4928
ENSG00000132694	522	369	484	216	155	70	1137.7778	1298.7306	1566.7006	615.216	1387.126	669.4249
ENSG00000196914	6770	6954	6752	168	740.89	83	3904.127	3297.0381	4649.6945	31.7086	22.6655	130.3269
ENSG00000198844	111	102	144	2357	771	385	561.9048	1150.5407	1504.0733	737.9145	1216.6818	498.9657
ENSG00000130762	69	42	246	1290	2821	2396	416.5079	204.9835	59.0631	1027.4279	581.1423	1000.8275
ENSG00000110237	228	200	205	169	92	37	1510.4762	1488.6695	1364.053	33.7766	47.1442	51.717
ENSG00000104880	479	458	691	69.49	15	7	899.6825	971.1331	639.002	734.561	917.7425	1302.983
ENSG00000142632	48	21	25	1163	234	52	439.6825	305.0306	49.8982	64.4512	268.359	153.4961
ENSG00000076928	1041	757	1658	15573	8866	5702	1398.7302	1420.9685	898.6762	5269.8334	12314.5966	20811.7501
ENSG00000116584	138	356	354	5766	3190	1237	1695.873	2346.5914	3314.664	1197.6894	3530.3717	3855.1924
ENSG00000214694	2	4	0	0	0	0	18.0952	9.4029	10.6925	14.5412	17.7788	1.055
ENSG00000213214	462	216	336	3872	5956	7669	146.3492	469.3935	332.4847	1418.6157	1972.8015	1012.8258
ENSG00000183111	55	73	33	66	136	152	2051.4286	1167.842	647.1487	388.4305	716.2285	752.9996
ENSG00000236699	0	1	0	2374	2662	2233	42.8571	31.9699	3.5642	3573.7673	1484.1342	1891.6012
ENSG00000163947	119	178	179	4430	10092	5561	926.3492	783.0748	689.9185	4014.586	2361.7407	3402.1514
ENSG00000136002	43	1	3	244	524	303	311.1111	290.362	281.5682	183.0138	287.398	261.0674
ENSG00000050327	387	355	824	490	2245	570	769.2063	473.5308	300.9165	1290.4026	844.0617	743.8974
ENSG00000129675	187	192	252	138	747	577	1201.2698	3482.8397	9983.1976	2849.9838	995.4669	1606.9508
ENSG00000102606	866	709	952	3604	1826	2090	1244.127	1672.9666	2983.7067	1082.918	1055.3037	1398.8415
ENSG00000131089	306	186	206	43	131	35	642.5397	569.4405	554.4807	1057.4133	1072.5295	897.3935
ENSG00000117713	1256	1220	1047	4416	3070	1453	2060.9524	2181.8524	2011.2016	2377.8012	3304.6238	2489.036
ENSG00000049618	712	753	949	1080	1405	425	1669.5238	1600.7522	2020.3666	563.1725	590.2085	1981.7956
ENSG00000189079	237	306	251	2	6	1	720.9524	484.4382	738.2892	6.2039	7.2529	14.4808
ENSG00000116017	14	16	39	710	1454	388	23.1746	41.3728	86.558	1180.1118	270.1723	786.9259
ENSG00000179361	32	34	96	77	974	98	100.9524	92.1486	88.5947	544.9056	76.1559	460.4882
ENSG00000205143	81	49	75	0	0	0	0.6349	0.7522	0	59.2813	29.0118	46.3384
ENSG00000032219	574	401	568	784	395	362	460.6349	461.4951	943.4827	728.9534	838.6219	1286.7191
ENSG00000054267	699	701	610	8	7	18	990.1587	674.4974	1026.1711	153.7178	22.6655	66.6115
ENSG00000196843	659	575	631	585	1337	459	1674.6032	1589.0926	586.0489	984.6903	351.7679	505.9992
ENSG00000150347	570	394	932	491	720	139	3456.5079	3269.9577	5083.5031	175.4313	589.3019	1436.9053
ENSG00000166233	1439	1246	1429	1193	1151	941	1663.8095	1478.5143	2068.2281	1538.557	1126.9266	1274.7207
ENSG00000177479	1030.94	783	1173.73	271	438	510	1557.9492	1488.2934	1710.7587	907.142	523.1188	463.3844
ENSG00000175414	7	14	11	1554	4683	2580	30.1587	25.952	30.5499	5379.7796	3101.5413	3465.8668
ENSG00000152213	21	24	40	1110	2547	1137	77.4603	45.134	59.0631	968.4913	1214.8685	1649.9793
ENSG00000174225	0	0	0	691	782	468	0.3175	0	1.0183	979.865	495.9202	710.7985
ENSG00000169379	134	185	172	389	62	541	278.7302	189.5628	216.3951	159.577	142.3391	63.7153
ENSG00000179674	16	14	184	159	491	247	0	0.7522	1.0183	151.3052	168.631	115.0186
ENSG00000185305	262	219	226	34	25	9	380.9524	391.5374	328.4114	0.3447	5.4397	0.8275
ENSG00000214087	160	157	329	425	1042	867	590.4762	494.5933	409.3686	403.2508	208.5222	399.2553
ENSG00000185829	34.97	35.19	51.78	1312	1398.38	1026	85.873	83.0654	81.7261	1409.3237	992.7471	1378.6016
ENSG00000228696	1.03	0	1.22	997	1236	529	1.6444	0.8162	4.832	895.4236	825.0227	646.6694
ENSG00000120805	2139	1781	2378	631	755	157	2214.6032	2053.2205	2413.442	191.6303	1281.9583	1762.1018
ENSG00000102931	822	792	1031	1513	3313	1145	1632.381	1816.267	2077.9022	2301.9763	1006.3463	1378.1547
ENSG00000213465	275	304	339	2449.85	4208.86	874.88	1154.6032	1858.7682	1857.4338	1285.4327	1660.7888	1265.8047
ENSG00000138175	315	311	342	8	12	4	980.3175	583.3568	460.7943	90.6453	19.039	21.1005
ENSG00000122644	244	172	425	60	51	10	683.4921	831.2177	552.444	96.1598	201.2693	25.2379
ENSG00000188042	476	556	1773	0	2	0	1850.7937	1213.3521	434.8269	0.6893	0	0.8275
ENSG00000175906	4098	6283	925	132	347	62	338.7302	179.0315	160.387	266.7659	116.0471	179.5614
ENSG00000162980	890	990	1083	317	123	3	592.6984	651.8101	745.9267	0	0	1.6549
ENSG00000165997	772	783	1232	316	414	262	104.127	84.2501	257.1283	129.2471	221.2149	337.6086
ENSG00000141748	0	0	0	1264	1329	624	1.5873	0.3761	1.0183	494.5854	1112.4207	1296.6487
ENSG00000170540	12663	9720	12152	104.43	151.78	81.7	3447.619	4779.6897	4723.0143	74.2878	51.3418	44.6752
ENSG00000182196	3556	3207	5511	3.19	3.26	6.12	2492.6984	2607.6164	1971.4868	5.2767	1.1061	0.513
ENSG00000144746	1742	1462	1572	3677	2617	2887	4304.4444	7266.1965	6631.3646	1712.265	2539.4379	2241.6218
ENSG00000177917	78	116	102	1447	2591	1881	234.6032	258.3921	213.3401	2090.0111	1441.5231	1038.8912
ENSG00000113966	24	18	31	763	898	157	60	39.8684	75.3564	680.3565	1026.2919	877.1204
ENSG00000143862	1863	1236	1852	281	465	531	1262.5397	1307.3813	1267.3116	810.6375	502.2665	1201.9032
ENSG00000134108	1584	1620	1740	472	308	267	1912.0635	2143.1124	2275.9674	156.4751	558.4769	496.4832
ENSG00000196503	2	0	3	1695	682	173	5.3968	12.0357	0.5092	192.3196	581.1423	1028.1341
ENSG00000170632	727.01	603.41	699.1	246	2055	205	731.3524	668.8557	638.2128	342.2462	94.2883	81.9197
ENSG00000104442	509	470	501	1002	1435	594	576.1905	503.9962	742.8717	699.6574	566.6364	583.3678
ENSG00000118690	9	12	24	660	704	347	52.6984	48.519	64.1548	139.2422	122.3935	155.9785
ENSG00000165309	3	1	1	2	0	0	8.8889	12.788	0	0.3447	0.9066	0
ENSG00000169126	1	3	0	5903	14210	8525	31.746	5.6417	0	6194.8977	7493.2004	5845.6765
ENSG00000140691	454	321	795	9062	6180	3099	331.746	366.3376	168.5336	1532.0085	3884.8595	2296.235
ENSG00000105676	2516	1118	3294	2561	3118	680	520.8794	610.0536	366.0234	3656.8301	2339.0752	3910.633
ENSG00000125449	420	840	308	389	481	87	380.9524	305.7828	186.3544	173.3634	129.6464	306.1647
ENSG00000114098	505	438	521	13	60	8	618.4127	648.425	1014.7658	115.116	15.4125	50.8895
ENSG00000135931	18	17	19	1830	2416	922	316.8254	157.2167	48.3707	870.2635	1599.2747	1752.9996
ENSG00000126947	86	88	99	2389	3789	1180	894.9206	1010.6253	919.0428	1495.13	2012.6927	2115.4324
ENSG00000184867	73	71	68	2	4	0	1243.1746	759.7555	514.2566	10.3398	19.9456	2.4824
ENSG00000102401	1037	839	644	562.72	1125.89	648.11	2234.9206	1721.4857	2093.1772	909.372	832.6292	644.0836
ENSG00000125962	181	132	187	1374	1296	857	386.6667	286.977	253.5642	807.8803	1082.5023	520.0662
ENSG00000198960	79	69	50	21	74	27	405.7143	274.9412	196.5377	11.7184	21.7588	79.0236
ENSG00000254636	0	0	1	3	1	0	0	0	1.0183	8.9611	31.7316	42.6148
ENSG00000172379	61	15	50	2	2	1	373.6508	521.2976	44.8065	19.3009	9.0662	39.7187
ENSG00000029153	70	49	119	443	989	339	30.4762	23.3192	77.9022	420.1391	461.4687	390.1531
ENSG00000133794	827	528	223	1323.97	1842.93	1036	168.254	219.6521	255.0916	709.2217	748.7489	949.909
ENSG00000143437	1686	1438	2008	2280	907	361	1353.0159	1575.9285	2119.1446	422.5517	380.7797	856.0199
ENSG00000241685	1713.38	1608	2259.48	556	1364	500	2585.0794	2540.2915	2373.7831	613.4927	486.854	567.6458
ENSG00000130429	1405.62	1414	2393.52	77	157	7	2591.4286	3029.2431	1626.7261	294.6833	331.8223	483.6574
ENSG00000163466	2625	2280	3254	65	133	54	5045.7143	4721.3916	4918.5336	969.8699	856.7543	980.5544
ENSG00000111229	3255	2559	3881	69	175	91	3817.1429	3236.1072	2921.5886	1651.2604	920.2176	1855.1924
ENSG00000241553	2583.83	2574.28	3428.19	289	1261	2154	3280.546	3895.3568	2949.4959	2442.9417	1554.8504	2163.4257
ENSG00000136950	1007	1192	1592	311	536	223	879.3651	743.5825	478.6151	522.5028	289.2112	423.6657
ENSG00000162704	2395	2221	4002	54	151	102	3902.8571	3116.5021	2429.7352	291.926	316.4098	311.957
